stem_id,plot,date,location,species,dbh,canopy,genus_species,common_name,functional_group,notes
658,4,20210518,2,LIST,19.5,I,Liquidambar styraciflua,sweetgum,mesophyte,
659,4,20210518,2,ACRU,8,S,Acer rubrum,red maple,mesophyte,
660,4,20210518,2,LIST,11,I,Liquidambar styraciflua,sweetgum,mesophyte,
661,4,20210518,2,PIEC,26.5,C,Pinus echinata,shortleaf pine,pyrophyte,
662,4,20210518,2,PIEC,15.5,C,Pinus echinata,shortleaf pine,pyrophyte,
663,4,20210518,2,FAGR,14.7,I,Fagus grandifolia,American beech,mesophyte,
664,4,20210518,2,DIVI,10.7,I,Diospyros virginiana,persimmon,intermediate,
665,4,20210518,2,LIST,6.7,S,Liquidambar styraciflua,sweetgum,mesophyte,
666,4,20210518,2,FAGR,26,I,Fagus grandifolia,American beech,mesophyte,
667,4,20210518,2,LIST,12.8,I,Liquidambar styraciflua,sweetgum,mesophyte,
668,4,20210518,2,QUNI,20.8,C,Quercus nigra,water oak,mesophyte,
669,4,20210518,E,LIST,8,S,Liquidambar styraciflua,sweetgum,mesophyte,
670,4,20210518,E,QUAL,30,C,Quercus alba,white oak,pyrophyte,
671,4,20210518,E,QUAL,64.4,C,Quercus alba,white oak,pyrophyte,
672,4,20210518,E,QUAL,56.5,D,Quercus alba,white oak,pyrophyte,
673,4,20210518,FB,FAGR,21.7,I,Fagus grandifolia,American beech,mesophyte,
674,4,20210518,FB,ACRU,7.5,S,Acer rubrum,red maple,mesophyte,
675,4,20210518,FB,LIST,20.8,I,Liquidambar styraciflua,sweetgum,mesophyte,
676,4,20210518,FB,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
677,4,20210518,FB,PITA,49.4,C,Pinus taeda,loblolly pine,pyrophyte,
678,4,20210518,3,LIST,10,I,Liquidambar styraciflua,sweetgum,mesophyte,
679,4,20210518,3,ACRU,7.3,S,Acer rubrum,red maple,mesophyte,
680,4,20210518,3,LIST,10.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
681,4,20210518,3,JUVI,8,S,Juniperus virginiana,eastern red cedar,mesophyte,
682,4,20210518,3,ACRU,15.5,I,Acer rubrum,red maple,mesophyte,
683,4,20210518,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
684,4,20210518,3,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,
685,4,20210518,3,LIST,2,S,Liquidambar styraciflua,sweetgum,mesophyte,
686,4,20210518,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
687,4,20210518,3,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,
688,4,20210518,3,VACCI,4,S,Vaccinium sp.,blueberry,mesophyte,
689,4,20210518,3,LITU,22.1,I,Liquidambar styraciflua,tulip poplar,mesophyte,
690,4,20210518,3,CARYA,6.2,S,Carya sp.,hickory,intermediate,
691,4,20210518,3,LIST,11.6,I,Liquidambar styraciflua,sweetgum,mesophyte,
692,4,20210518,3,PRUNUS,23.2,I,Prunus sp.,cherry,intermediate,
693,4,20210518,3,ACRU,7.8,I,Acer rubrum,red maple,mesophyte,
694,4,20210518,3,NYSY,7.6,I,Nyssa sylvatica,black gum,mesophyte,
695,4,20210518,3,LIST,3,S,Liquidambar styraciflua,sweetgum,mesophyte,
696,4,20210518,3,JUVI,40.5,C,Juniperus virginiana,eastern red cedar,mesophyte,
697,4,20210518,3,VACCI,3.5,S,Vaccinium sp.,blueberry,mesophyte,
698,4,20210518,3,VACCI,3,S,Vaccinium sp.,blueberry,mesophyte,
699,4,20210518,3,LIST,14.5,I,Liquidambar styraciflua,sweetgum,mesophyte,
700,4,20210518,3,CARYA,6.7,S,Carya sp.,hickory,intermediate,
701,4,20210518,3,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,
702,4,20210518,3,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
703,4,20210518,3,LIST,18.9,I,Liquidambar styraciflua,sweetgum,mesophyte,
704,4,20210518,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
705,4,20210518,E,QUAL,36.3,C,Quercus alba,white oak,pyrophyte,
706,4,20210518,E,QUAL,33.2,C,Quercus alba,white oak,pyrophyte,
707,4,20210518,3,PRUNUS,12.1,I,Prunus sp.,cherry,intermediate,
708,4,20210518,3,JUVI,5,S,Juniperus virginiana,eastern red cedar,mesophyte,
709,4,20210518,3,LIST,2.1,S,Liquidambar styraciflua,sweetgum,mesophyte,
710,4,20210518,3,JUVI,8.8,S,Juniperus virginiana,eastern red cedar,mesophyte,
711,4,20210518,3,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
712,4,20210518,3,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,
713,4,20210518,3,QUAL,5.5,S,Quercus alba,white oak,pyrophyte,
714,4,20210518,3,QUNI,10,I,Quercus nigra,water oak,mesophyte,
715,4,20210518,3,ACRU,25.5,I,Acer rubrum,red maple,mesophyte,
716,4,20210518,3,VACCI,6,S,Vaccinium sp.,blueberry,mesophyte,
717,4,20210518,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
718,4,20210518,3,ACRU,3.5,S,Acer rubrum,red maple,mesophyte,
719,4,20210518,3,QUNI,10.9,C,Quercus nigra,water oak,mesophyte,
720,4,20210518,3,QUNI,3,S,Quercus nigra,water oak,mesophyte,
721,4,20210518,3,QUNI,10.8,I,Quercus nigra,water oak,mesophyte,
722,4,20210518,3,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
723,4,20210518,E,LIST,24.4,I,Liquidambar styraciflua,sweetgum,mesophyte,
724,4,20210518,FB,PIEC,22.2,C,Pinus echinata,shortleaf pine,pyrophyte,
725,4,20210518,FB,LIST,1.4,S,Liquidambar styraciflua,sweetgum,mesophyte,
726,4,20210518,FB,LIST,13,I,Liquidambar styraciflua,sweetgum,mesophyte,
727,4,20210518,FB,NYSY,4.5,S,Nyssa sylvatica,black gum,mesophyte,
728,4,20210518,FB,VACCI,8,S,Vaccinium sp.,blueberry,mesophyte,
729,4,20210518,4,LIST,10.4,S,Liquidambar styraciflua,sweetgum,mesophyte,
730,4,20210518,4,CARYA,14.6,I,Carya sp.,hickory,intermediate,
731,4,20210518,4,QUNI,15,I,Quercus nigra,water oak,mesophyte,
732,4,20210518,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
733,4,20210518,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
734,4,20210518,4,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
735,4,20210518,4,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
736,4,20210518,4,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,
737,4,20210518,E,QUAL,27.7,I,Quercus alba,white oak,pyrophyte,
738,4,20210518,E,PITA,36.5,C,Pinus taeda,loblolly pine,pyrophyte,
739,4,20210518,4,ACRU,6,S,Acer rubrum,red maple,mesophyte,
740,4,20210518,4,LIST,16.3,I,Liquidambar styraciflua,sweetgum,mesophyte,
741,4,20210518,4,ACRU,4.4,S,Acer rubrum,red maple,mesophyte,
742,4,20210518,4,NYSY,20.7,I,Nyssa sylvatica,black gum,mesophyte,
743,4,20210518,4,LIST,11.5,I,Liquidambar styraciflua,sweetgum,mesophyte,
744,4,20210518,4,PRUNUS,9.4,I,Prunus sp.,cherry,intermediate,
745,4,20210518,4,SW,21,I,Oxydendrum arboreum,sourwood,intermediate,
746,4,20210518,E,PITA,37.2,C,Pinus taeda,loblolly pine,pyrophyte,
747,4,20210518,E,SW,23.9,I,Oxydendrum arboreum,sourwood,intermediate,
748,4,20210518,4,LIST,8.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
749,4,20210518,4,PIEC,10.8,I,Pinus echinata,shortleaf pine,pyrophyte,
750,4,20210518,4,QUNI,13.2,I,Quercus nigra,water oak,mesophyte,
751,4,20210518,4,QUAL,20,I,Quercus alba,white oak,pyrophyte,
752,4,20210518,4,SW,4,S,Oxydendrum arboreum,sourwood,intermediate,
753,4,20210518,4,SW,14,I,Oxydendrum arboreum,sourwood,intermediate,
754,4,20210518,4,LIST,2.7,S,Liquidambar styraciflua,sweetgum,mesophyte,
755,4,20210518,4,QUNI,7.1,S,Quercus nigra,water oak,mesophyte,
756,4,20210518,4,PITA,39,C,Pinus taeda,loblolly pine,pyrophyte,
757,4,20210518,4,PIEC,24,C,Pinus echinata,shortleaf pine,pyrophyte,
758,4,20210518,4,FAGR,9.5,S,Fagus grandifolia,American beech,mesophyte,
759,4,20210518,4,PITA,38,C,Pinus taeda,loblolly pine,pyrophyte,
760,4,20210518,4,QUNI,2.7,S,Quercus nigra,water oak,mesophyte,
761,4,20210518,4,NYSY,4.5,S,Nyssa sylvatica,black gum,mesophyte,
762,4,20210518,E,LITU,18.9,I,Liquidambar styraciflua,tulip poplar,mesophyte,
763,4,20210518,E,LIST,23,I,Liquidambar styraciflua,sweetgum,mesophyte,
764,5,20210519,1,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
765,5,20210519,1,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
766,5,20210519,1,LIST,2,S,Liquidambar styraciflua,sweetgum,mesophyte,
767,5,20210519,1,QUNI,10.2,I,Quercus nigra,water oak,mesophyte,
768,5,20210519,1,PITA,44.7,C,Pinus taeda,loblolly pine,pyrophyte,
769,5,20210519,1,LIST,2.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
770,5,20210519,1,QUNI,5.5,S,Quercus nigra,water oak,mesophyte,
771,5,20210519,1,PRUNUS,5.3,S,Prunus sp.,cherry,intermediate,
772,5,20210519,1,LIST,18.7,I,Liquidambar styraciflua,sweetgum,mesophyte,
773,5,20210519,E,FAGR,10.5,I,Fagus grandifolia,American beech,mesophyte,
774,5,20210519,E,PITA,30.6,C,Pinus taeda,loblolly pine,pyrophyte,
775,5,20210519,1,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,
776,5,20210519,1,ULAL,4.8,S,Ulmus alata,winged elm,mesophyte,
777,5,20210519,1,QUNI,10.9,I,Quercus nigra,water oak,mesophyte,
778,5,20210519,1,LIST,13.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
779,5,20210519,1,QUNI,11.2,I,Quercus nigra,water oak,mesophyte,
780,5,20210519,1,QUNI,7.2,S,Quercus nigra,water oak,mesophyte,
781,5,20210519,1,QUNI,11.3,I,Quercus nigra,water oak,mesophyte,
782,5,20210519,1,LITU,28.2,C,Liquidambar styraciflua,tulip poplar,mesophyte,
783,5,20210519,1,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
784,5,20210519,1,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
785,5,20210519,1,QUNI,8.2,S,Quercus nigra,water oak,mesophyte,
786,5,20210519,1,QUNI,33.6,C,Quercus nigra,water oak,mesophyte,
787,5,20210519,1,LIST,29.5,I,Liquidambar styraciflua,sweetgum,mesophyte,
788,5,20210519,1,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
789,5,20210519,E,PITA,47.8,C,Pinus taeda,loblolly pine,pyrophyte,
790,5,20210519,1,LIST,6,S,Liquidambar styraciflua,sweetgum,mesophyte,
791,5,20210519,1,LIST,2.9,S,Liquidambar styraciflua,sweetgum,mesophyte,
792,5,20210519,1,LIST,4.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
793,5,20210519,1,FAGR,5.3,S,Fagus grandifolia,American beech,mesophyte,
794,5,20210519,1,FAGR,19.5,I,Fagus grandifolia,American beech,mesophyte,
795,5,20210519,E,NYSY,16.5,I,Nyssa sylvatica,black gum,mesophyte,
796,5,20210519,FB,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
797,5,20210519,FB,PITA,18,C,Pinus taeda,loblolly pine,pyrophyte,
798,5,20210519,FB,LIST,2.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
799,5,20210519,FB,QUNI,1.1,C,Quercus nigra,water oak,mesophyte,
800,5,20210519,2,PITA,3.6,S,Pinus taeda,loblolly pine,pyrophyte,
801,5,20210519,2,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
802,5,20210519,2,QUNI,13.8,I,Quercus nigra,water oak,mesophyte,
803,5,20210519,2,LIST,5.3,S,Liquidambar styraciflua,sweetgum,mesophyte,
804,5,20210519,2,NYSY,5,S,Nyssa sylvatica,black gum,mesophyte,
805,5,20210519,E,LIST,7,S,Liquidambar styraciflua,sweetgum,mesophyte,
806,5,20210519,E,ACRU,19.5,I,Acer rubrum,red maple,mesophyte,
807,5,20210519,E,PIEC,31.3,C,Pinus echinata,shortleaf pine,pyrophyte,
808,5,20210519,E,QUAL,24.2,C,Quercus alba,white oak,pyrophyte,
809,5,20210519,E,QUNI,28.2,C,Quercus nigra,water oak,mesophyte,
810,5,20210519,E,QUAL,32,C,Quercus alba,white oak,pyrophyte,
811,5,20210519,2,LIST,9.5,I,Liquidambar styraciflua,sweetgum,mesophyte,
812,5,20210519,2,LIST,2.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
813,5,20210519,2,ACRU,5,S,Acer rubrum,red maple,mesophyte,
814,5,20210519,2,QUAL,16.8,I,Quercus alba,white oak,pyrophyte,
815,5,20210519,2,LIST,3.2,S,Liquidambar styraciflua,sweetgum,mesophyte,
816,5,20210519,2,LIST,4.7,S,Liquidambar styraciflua,sweetgum,mesophyte,
817,5,20210519,2,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,
818,5,20210519,2,NYSY,24,I,Nyssa sylvatica,black gum,mesophyte,
819,5,20210519,2,LIST,10.7,S,Liquidambar styraciflua,sweetgum,mesophyte,
820,5,20210519,2,PRUNUS,11.9,I,Prunus sp.,cherry,intermediate,
821,5,20210519,2,LIST,3.1,S,Liquidambar styraciflua,sweetgum,mesophyte,
822,5,20210519,2,PITA,45.7,D,Pinus taeda,loblolly pine,pyrophyte,
823,5,20210519,2,NYSY,3.2,S,Nyssa sylvatica,black gum,mesophyte,
824,5,20210519,2,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
825,5,20210519,2,LIST,11,I,Liquidambar styraciflua,sweetgum,mesophyte,
826,5,20210519,2,PITA,34.9,C,Pinus taeda,loblolly pine,pyrophyte,
827,5,20210519,2,LIST,1.2,S,Liquidambar styraciflua,sweetgum,mesophyte,
828,5,20210519,2,LIST,2.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
829,5,20210519,2,PITA,20.3,I,Pinus taeda,loblolly pine,pyrophyte,
830,5,20210519,2,QUNI,14.9,I,Quercus nigra,water oak,mesophyte,
831,5,20210519,2,LIST,4.3,S,Liquidambar styraciflua,sweetgum,mesophyte,
832,5,20210519,2,ACRU,10.5,I,Acer rubrum,red maple,mesophyte,
833,5,20210519,2,LIST,18.3,I,Liquidambar styraciflua,sweetgum,mesophyte,
834,5,20210519,2,PIEC,24.2,C,Pinus echinata,shortleaf pine,pyrophyte,
835,5,20210519,2,NYSY,5.5,S,Nyssa sylvatica,black gum,mesophyte,
836,5,20210519,2,ACRU,5.5,S,Acer rubrum,red maple,mesophyte,
837,5,20210519,2,QUAL,20.7,I,Quercus alba,white oak,pyrophyte,
838,5,20210519,E,LIST,7.3,S,Liquidambar styraciflua,sweetgum,mesophyte,
839,5,20210519,E,ACRU,19,I,Acer rubrum,red maple,mesophyte,
840,5,20210519,FB,QUAL,16,I,Quercus alba,white oak,pyrophyte,
841,5,20210519,FB,LIST,4,S,Liquidambar styraciflua,sweetgum,mesophyte,
842,5,20210519,FB,QUAL,6,S,Quercus alba,white oak,pyrophyte,
843,5,20210519,FB,QUNI,24.1,C,Quercus nigra,water oak,mesophyte,
844,5,20210519,FB,NYSY,7.9,S,Nyssa sylvatica,black gum,mesophyte,
845,5,20210519,FB,LIST,15.5,I,Liquidambar styraciflua,sweetgum,mesophyte,
846,5,20210519,FB,LIST,10,S,Liquidambar styraciflua,sweetgum,mesophyte,
847,5,20210519,3,ACRU,4.3,S,Acer rubrum,red maple,mesophyte,
848,5,20210519,3,NYSY,7,S,Nyssa sylvatica,black gum,mesophyte,
849,5,20210519,3,LIST,12.6,S,Liquidambar styraciflua,sweetgum,mesophyte,
850,5,20210519,3,JUVI,40.5,I,Juniperus virginiana,eastern red cedar,mesophyte,
851,5,20210519,3,LIST,14.7,I,Liquidambar styraciflua,sweetgum,mesophyte,
852,5,20210519,3,PITA,35.5,C,Pinus taeda,loblolly pine,pyrophyte,
853,5,20210519,3,QUAL,31.2,C,Quercus alba,white oak,pyrophyte,
854,5,20210519,3,LIST,16.5,I,Liquidambar styraciflua,sweetgum,mesophyte,
855,5,20210519,3,LIST,5.2,S,Liquidambar styraciflua,sweetgum,mesophyte,
856,5,20210519,3,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,
857,5,20210519,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
858,5,20210519,3,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
859,5,20210519,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
860,5,20210519,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
861,5,20210519,3,LIST,10.7,S,Liquidambar styraciflua,sweetgum,mesophyte,
862,5,20210519,3,NYSY,2.6,S,Nyssa sylvatica,black gum,mesophyte,
863,5,20210519,3,FAGR,12,I,Fagus grandifolia,American beech,mesophyte,
864,5,20210519,3,FAGR,10.1,I,Fagus grandifolia,American beech,mesophyte,
865,5,20210519,3,NYSY,5.5,S,Nyssa sylvatica,black gum,mesophyte,
866,5,20210519,3,PRUNUS,13,I,Prunus sp.,cherry,intermediate,
867,5,20210519,3,LIST,3.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
868,5,20210519,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
869,5,20210519,3,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
870,5,20210519,3,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,
871,5,20210519,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
872,5,20210519,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
873,5,20210519,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
874,5,20210519,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
875,5,20210519,E,QUAL,32.4,C,Quercus alba,white oak,pyrophyte,
876,5,20210519,E,QUNI,31.6,C,Quercus nigra,water oak,mesophyte,
877,5,20210519,3,QUAL,39.5,C,Quercus alba,white oak,pyrophyte,
878,5,20210519,3,ACRU,7.1,I,Acer rubrum,red maple,mesophyte,
879,5,20210519,3,ULAL,3.3,S,Ulmus alata,winged elm,mesophyte,
880,5,20210519,3,QUNI,7,S,Quercus nigra,water oak,mesophyte,
881,5,20210519,3,LIST,4.6,S,Liquidambar styraciflua,sweetgum,mesophyte,
882,5,20210519,3,PIEC,25.2,I,Pinus echinata,shortleaf pine,pyrophyte,
883,5,20210519,3,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
884,5,20210519,3,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
885,5,20210519,3,CARYA,2.4,S,Carya sp.,hickory,intermediate,
886,5,20210519,3,LIST,4.3,S,Liquidambar styraciflua,sweetgum,mesophyte,
887,5,20210519,3,PRUNUS,11.1,S,Prunus sp.,cherry,intermediate,
888,5,20210519,FB,QUAL,51.1,C,Quercus alba,white oak,pyrophyte,
889,5,20210519,FB,LIST,7.1,S,Liquidambar styraciflua,sweetgum,mesophyte,
890,5,20210519,FB,QUAL,24.2,C,Quercus alba,white oak,pyrophyte,
891,5,20210519,FB,LIST,10.8,I,Liquidambar styraciflua,sweetgum,mesophyte,
892,5,20210519,4,LIST,7.3,S,Liquidambar styraciflua,sweetgum,mesophyte,
893,5,20210519,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
894,5,20210519,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
895,5,20210519,4,CARYA,3.4,S,Carya sp.,hickory,intermediate,
896,5,20210519,4,LIST,9.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
897,5,20210519,4,LIST,1.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
898,5,20210519,E,QUNI,24.5,C,Quercus nigra,water oak,mesophyte,
899,5,20210519,4,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
900,5,20210519,4,QUAL,25.8,C,Quercus alba,white oak,pyrophyte,
901,5,20210519,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
902,5,20210519,4,LIST,7,S,Liquidambar styraciflua,sweetgum,mesophyte,
903,5,20210519,4,QUNI,29.3,C,Quercus nigra,water oak,mesophyte,
904,5,20210519,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
905,5,20210519,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
906,5,20210519,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
907,5,20210519,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
908,5,20210519,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
909,5,20210519,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
910,5,20210519,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
911,5,20210519,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
912,5,20210519,4,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
913,5,20210519,4,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
914,5,20210519,4,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
915,5,20210519,4,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
916,5,20210519,4,PITA,11.9,I,Pinus taeda,loblolly pine,pyrophyte,
917,5,20210519,4,LIST,16,I,Liquidambar styraciflua,sweetgum,mesophyte,
918,5,20210519,4,LIST,12,I,Liquidambar styraciflua,sweetgum,mesophyte,
919,5,20210519,4,LIST,16,I,Liquidambar styraciflua,sweetgum,mesophyte,
920,5,20210519,4,QUNI,15.5,I,Quercus nigra,water oak,mesophyte,
921,5,20210519,4,LIST,3.3,S,Liquidambar styraciflua,sweetgum,mesophyte,
922,5,20210519,4,PITA,24.5,C,Pinus taeda,loblolly pine,pyrophyte,
923,5,20210519,4,LIST,12,I,Liquidambar styraciflua,sweetgum,mesophyte,
924,5,20210519,4,LIST,2,S,Liquidambar styraciflua,sweetgum,mesophyte,
925,5,20210519,4,PITA,4,S,Pinus taeda,loblolly pine,pyrophyte,
926,5,20210519,4,NYSY,4.5,S,Nyssa sylvatica,black gum,mesophyte,
927,5,20210519,4,PITA,19,I,Pinus taeda,loblolly pine,pyrophyte,
928,5,20210519,4,NYSY,6.5,I,Nyssa sylvatica,black gum,mesophyte,
929,5,20210519,4,FAGR,4.3,S,Fagus grandifolia,American beech,mesophyte,
930,5,20210519,4,LIST,8.4,S,Liquidambar styraciflua,sweetgum,mesophyte,
931,5,20210519,4,NYSY,16,I,Nyssa sylvatica,black gum,mesophyte,
932,5,20210519,4,ACRU,9,I,Acer rubrum,red maple,mesophyte,
933,5,20210519,4,ACRU,4,S,Acer rubrum,red maple,mesophyte,
934,5,20210519,4,NYSY,3.1,S,Nyssa sylvatica,black gum,mesophyte,
935,5,20210519,4,NYSY,5.3,I,Nyssa sylvatica,black gum,mesophyte,
936,5,20210519,4,SW,6.4,I,Oxydendrum arboreum,sourwood,intermediate,
937,5,20210519,4,LIST,10.9,I,Liquidambar styraciflua,sweetgum,mesophyte,
938,5,20210519,4,QUFA,40.3,C,Quercus falcata,southern red oak,pyrophyte,
939,5,20210519,4,LIST,2.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
940,5,20210519,4,JUVI,7,S,Juniperus virginiana,eastern red cedar,mesophyte,
941,5,20210519,E,QUAL,41.1,C,Quercus alba,white oak,pyrophyte,
942,5,20210519,4,NYSY,6.5,S,Nyssa sylvatica,black gum,mesophyte,
943,5,20210519,4,QUAL,4.1,S,Quercus alba,white oak,pyrophyte,
944,5,20210519,4,NYSY,6.1,S,Nyssa sylvatica,black gum,mesophyte,
945,5,20210519,4,NYSY,4.7,S,Nyssa sylvatica,black gum,mesophyte,
946,5,20210519,4,LIST,7,S,Liquidambar styraciflua,sweetgum,mesophyte,
947,5,20210519,E,PIEC,18,I,Pinus echinata,shortleaf pine,pyrophyte,
948,5,20210519,FB,NYSY,4,S,Nyssa sylvatica,black gum,mesophyte,
949,5,20210519,FB,PITA,30.8,C,Pinus taeda,loblolly pine,pyrophyte,
950,5,20210519,FB,QUAL,29.5,C,Quercus alba,white oak,pyrophyte,
951,6,5/19/2021,1,PITA,13.5,I,,,,
952,6,5/19/2021,1,VACCI,1,S,#N/A,#N/A,#N/A,
953,6,5/19/2021,1,VACCI,1,S,,,,
954,6,5/19/2021,1,VACCI,1,S,,,,
955,6,5/19/2021,1,VACCI,2.5,S,,,,
956,6,5/19/2021,1,VACCI,2.5,S,,,,
957,6,5/19/2021,1,VACCI,2.5,S,,,,
958,6,5/19/2021,1,PITA,6.8,S,,,,
959,6,5/19/2021,1,QUAL,2,S,,,,
960,6,5/19/2021,1,LIST,33.3,C,,,,
961,6,5/19/2021,1,LIST,15,I,,,,
962,6,5/19/2021,1,JUVI,13,I,,,,
963,6,5/19/2021,1,PITA,20.6,I,,,,
964,6,5/19/2021,1,PRUNUS,12.3,I,,,,
965,6,5/19/2021,1,NYSY,2,S,,,,
966,6,5/19/2021,1,PITA,42.7,C,,,,
967,6,5/19/2021,1,QUAL,4,S,,,,
968,6,5/19/2021,1,JUVI,27.8,I,,,,
969,6,5/19/2021,1,FAGR,4.9,S,,,,
970,6,5/19/2021,1,LIST,11,S,,,,
971,6,5/19/2021,E,PRUNUS,11.3,S,,,,
972,6,5/19/2021,1,PITA,45.3,C,,,,
973,6,5/19/2021,1,LIST,3.7,S,,,,
974,6,5/19/2021,1,QUNI,23.6,I,,,,
975,6,5/19/2021,1,CARYA,16.1,I,,,,
976,6,5/19/2021,1,PITA,2.9,S,,,,
977,6,5/19/2021,1,PITA,6,S,,,,
978,6,5/19/2021,1,QUFA,23.3,C,,,,
979,6,5/19/2021,1,LIST,5.4,S,,,,
980,6,5/19/2021,1,PITA,20,I,,,,
981,6,5/19/2021,1,FAGR,8.5,I,,,,
982,6,5/19/2021,E,PITA,36.7,C,,,,
983,6,5/19/2021,1,QUAL,2.8,S,,,,
984,6,5/19/2021,1,QUNI,6.5,S,,,,
985,6,5/19/2021,1,PITA,29.5,C,,,,
986,6,5/19/2021,1,JUVI,14.2,I,,,,
987,6,5/19/2021,E,PITA,10.1,I,,,,
988,6,5/19/2021,1,PITA,10.9,I,,,,
989,6,5/19/2021,1,LIST,8.4,I,,,,
990,6,5/19/2021,1,VACCI,1,S,,,,
991,6,5/19/2021,1,LIST,1.5,S,,,,
992,6,5/19/2021,1,PITA,51.2,C,,,,
993,6,5/19/2021,1,QUNI,24.3,I,,,,
994,6,5/19/2021,1,LIST,3,S,,,,
995,6,5/19/2021,1,PITA,19.8,I,,,,
996,6,5/19/2021,1,PITA,13,I,,,,
997,6,5/19/2021,E,JUVI,17.2,S,,,,
998,6,5/19/2021,E,PITA,43.2,C,,,,
999,6,5/19/2021,FB,FAGR,15.7,I,,,,
1000,6,5/19/2021,FB,QUNI,10.8,I,,,,
1001,6,5/19/2021,FB,NYSY,8.3,S,,,,
1002,6,5/19/2021,FB,VACCI,2,S,,,,
1003,6,5/19/2021,FB,VACCI,1,S,,,,
1004,6,5/19/2021,2,QUAL,8.8,S,,,,
1005,6,5/19/2021,2,PITA,7.6,S,,,,
1006,6,5/19/2021,2,LIST,1,S,,,,
1007,6,5/19/2021,2,QUFA,17,S,,,,
